date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2013-04-09,23058.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0
2013-04-10,22963.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0
2013-04-11,24824.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0
2013-04-12,25778.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0
2013-04-13,27355.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0
2013-04-14,28861.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0
2013-04-15,19917.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0
2013-04-16,23185.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0
2013-04-17,22924.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0
2013-04-18,24407.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0
2013-04-19,25705.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0
2013-04-20,27126.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0
2013-04-21,28985.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0
2013-04-22,20466.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0
2013-04-23,23289.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0
2013-04-24,23209.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0
2013-04-25,24315.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0
2013-04-26,25940.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0
2013-04-27,26896.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0
2013-04-28,28806.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0
2013-04-29,20010.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0
2013-04-30,23062.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0
2013-05-01,24730.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0
2013-05-02,26008.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0
2013-05-03,27503.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0
2013-05-04,29202.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0
2013-05-05,30660.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0
2013-05-06,21335.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0
2013-05-07,24529.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0
2013-05-08,24625.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0
2013-05-09,25941.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0
2013-05-10,27488.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0
2013-05-11,29013.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0
2013-05-12,30372.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0
2013-05-13,21149.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0
2013-05-14,24571.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0
2013-05-15,24478.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0
2013-05-16,25898.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0
2013-05-17,27249.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0
2013-05-18,29068.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0
2013-05-19,30513.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0
2013-05-20,21472.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0
2013-05-21,24497.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0
2013-05-22,24782.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0
2013-05-23,26199.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0
2013-05-24,27622.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0
2013-05-25,29392.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0
2013-05-26,31168.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0
2013-05-27,21552.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0
2013-05-28,24763.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0
2013-05-29,24853.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0
2013-05-30,26166.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0
2013-05-31,27751.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0
2013-06-01,30758.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0
2013-06-02,32725.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0
2013-06-03,22656.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0
2013-06-04,25779.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0
2013-06-05,26089.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0
2013-06-06,27956.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0
2013-06-07,29307.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0
2013-06-08,30965.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0
2013-06-09,32361.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0
2013-06-10,22807.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0
2013-06-11,26360.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0
2013-06-12,26115.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0
2013-06-13,27484.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0
2013-06-14,29290.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0
2013-06-15,30893.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0
2013-06-16,32597.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0
2013-06-17,22468.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0
2013-06-18,26294.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0
2013-06-19,26029.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0
2013-06-20,27900.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0
2013-06-21,29167.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0
2013-06-22,31067.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0
2013-06-23,32749.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0
2013-06-24,22718.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0
2013-06-25,25741.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0
2013-06-26,26311.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0
2013-06-27,28019.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0
2013-06-28,29065.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0
2013-06-29,30936.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0
2013-06-30,32521.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0
2013-07-01,23754.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0
2013-07-02,27477.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0
2013-07-03,27556.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0
2013-07-04,29287.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0
2013-07-05,30803.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0
2013-07-06,32529.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0
2013-07-07,34332.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0
2013-07-08,24079.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0
2013-07-09,27526.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0
2013-07-10,27427.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0
2013-07-11,29536.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0
2013-07-12,31053.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0
2013-07-13,32992.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0
