0,1,2,3,4,5,6,7,8,9,10,11,12
2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0,-6988.0,998.0,1057.0,4509.0,1092.0
538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0,-6988.0,998.0,1057.0,4509.0
937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0,-6988.0,998.0,1057.0
1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0,-6988.0,998.0
1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0,-6988.0
1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0,2392.0
-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0,109.0
2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0,698.0
-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0,1548.0
1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0,1160.0
1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0,1139.0
1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0,-7441.0
1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0,2405.0
-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0,538.0
2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0,937.0
45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0,1225.0
1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0,1346.0
794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0,1104.0
1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0,-7449.0
1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0,2487.0
-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0,-21.0
2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0,1019.0
-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0,1524.0
1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0,1194.0
1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0,1214.0
1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0,-7185.0
1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0,2324.0
-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0,45.0
2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0,1392.0
-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0,794.0
1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0,1705.0
954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0,1198.0
1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0,-5095.0
1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0,2668.0
-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0,-21.0
3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0,1691.0
-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0,1259.0
1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0,1606.0
1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0,1245.0
1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0,-8499.0
1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0,2987.0
-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0,-95.0
2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0,1861.0
-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0,954.0
1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0,1577.0
1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0,1506.0
956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0,-8944.0
1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0,3268.0
-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0,-261.0
3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0,1483.0
1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0,1298.0
1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0,1421.0
1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0,1859.0
1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0,-8519.0
1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0,2823.0
-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0,-80.0
3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0,1106.0
96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0,1625.0
1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0,956.0
1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0,1910.0
1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0,-8796.0
1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0,3052.0
-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0,1668.0
3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0,1278.0
-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0,1495.0
1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0,1699.0
1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0,1458.0
1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0,-9325.0
1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0,3194.0
-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0,96.0
3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0,1316.0
285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0,1547.0
1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0,1525.0
1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0,1359.0
1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0,-9223.0
1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0,3422.0
-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0,-93.0
3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0,1420.0
90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0,1351.0
1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0,1819.0
1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0,1445.0
3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0,-9041.0
1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0,3025.0
-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0,285.0
3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0,1417.0
310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0,1423.0
1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0,1770.0
1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0,1776.0
1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0,-9616.0
1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0,3211.0
-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0,90.0
3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0,1313.0
-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0,1585.0
1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0,3007.0
1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0,1967.0
1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0,-10069.0
1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0,3123.0
-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0,310.0
3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0,1867.0
-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0,1351.0
1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0,1658.0
1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0,1396.0
1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0,-9554.0
1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0,3553.0
-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0,-245.0
3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0,1369.0
570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0,1806.0
1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0,1603.0
1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0,1704.0
1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0,-10129.0
1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0,3826.0
-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0,-265.0
3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0,1871.0
79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0,1267.0
1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0,1900.0
1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0,1682.0
1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0,-10031.0
1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0,3023.0
-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0,570.0
3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0,1708.0
-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0,1046.0
2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0,1871.0
1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0,1585.0
1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0,-8767.0
1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0,3723.0
-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0,79.0
3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0,1731.0
-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0,1516.0
1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0,1726.0
2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0,1803.0
1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0,-10253.0
1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0,3447.0
-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0,-99.0
3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0,2109.0
406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0,1517.0
1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0,1939.0
1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0,1467.0
1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0,-10553.0
1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0,3678.0
-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0,-315.0
3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0,1792.0
-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0,2105.0
-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0,1365.0
1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0,1907.0
1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0,-10600.0
1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0,3406.0
-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0,406.0
2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0,1585.0
-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0,1828.0
1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0,1782.0
1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0,1695.0
1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0,-10806.0
1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0,3840.0
-9256.0,1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0,-339.0
2851.0,-9256.0,1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0,-1457.0
48.0,2851.0,-9256.0,1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0,1941.0
1760.0,48.0,2851.0,-9256.0,1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0,1607.0
1652.0,1760.0,48.0,2851.0,-9256.0,1950.0,1396.0,1405.0,1907.0,-248.0,2749.0,-9056.0,1359.0
